O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)NO,active
O=C(C=Cc1ccc(O)c2ccccc12)c1cccs1,random
CC(C)C1NC(=O)C2CCCCCSSCCCCCC(NC(=O)C3CCCN3C1=O)C(=O)N2,active
Cc1cn(C)nc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,active
O=CN(O)CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc1ccc2ncccc2c1,active
CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,random
CN(C)c1ccc(CC(=NO)C(=O)NCCS)cc1Br,active
O=C(CCCCc1ccn(Cc2ccc(Oc3ccccc3)cc2)n1)NO,active
CC(C)C1(C)CC(=O)N(Cc2cc(F)cc(N3CC(c4ccccc4)CC3=O)c2)C(=N)N1,random
O=C1NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC2CCCCCSSCCCCCC1NC2=O,active
Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)cn1,random
Nc1nc(-c2ccco2)c2cnn(Cc3cccc(OCCCCC(=O)NO)c3)c2n1,active
COc1cccc(N2CCN(CCN(C)CC34CCC(CC3)C4(C)C)C2=O)c1,random
C=CCSc1nc2nc(C)cc(Nc3ccc4c(C)cc(=O)oc4c3)n2n1,random
Nc1ccccc1NC(=O)CCCCCn1nnc2ccccc2c1=O,active
N=C(N)NCCCC(N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)c1nccs1,random
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,random
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCC(=O)NO)c3)ncc2C)cc1,active
CC1(S(C)(=O)=O)CCC(CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)CO4)ccc2F)N=C1N,random
CN(c1ccc(OCC(=O)NO)cc1)c1ncnc2ccccc12,active
COc1ccc(CC(=NN)C(=O)NCCS)cc1Br,active
O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,random
O=C(CCCCCCS)NC1CCCC1,active
O=C(CCc1csc(CCc2ccc(Cl)cc2)n1)NO,active
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccccn2)CC1,random
Cc1c(Nc2c(C#N)cnc3sc(-c4ccc(CN(C)C)cc4)cc23)ccc2[nH]ccc12,random
